datetime,open,high,low,close
2026-07-15 01:00:00,4085.77284,4097.88226,4065.7997,4068.05449
2026-07-15 02:00:00,4068.01457,4068.01457,4057.94749,4061.23401
2026-07-15 03:00:00,4060.84973,4064.23825,4055.47895,4062.66448
2026-07-15 04:00:00,4062.98907,4064.604,4043.17543,4053.67487
2026-07-15 05:00:00,4052.17086,4057.28892,4049.06978,4055.73594
2026-07-15 06:00:00,4055.88311,4056.30146,4049.13699,4052.83213
2026-07-15 07:00:00,4052.82,4055.80792,4052.6849,4055.58304
2026-07-15 08:00:00,4055.4879,4055.67726,4048.91084,4049.28584
2026-07-15 09:00:00,4049.44647,4056.13694,4046.81431,4052.87981
2026-07-15 10:00:00,4053.08282,4060.25534,4051.37139,4059.95052
2026-07-15 11:00:00,4059.45165,4060.41904,4036.00113,4036.23531
2026-07-15 12:00:00,4036.44799,4042.16012,4029.92298,4037.34129
2026-07-15 13:00:00,4038.96404,4040.78877,4028.52194,4031.66482
2026-07-15 14:00:00,4031.80894,4035.75857,4029.00886,4032.88851
2026-07-15 15:00:00,4032.61231,4036.99679,4023.37974,4034.01094
2026-07-15 16:00:00,4033.9136,4034.18573,4022.07251,4032.16442
2026-07-15 17:00:00,4031.77916,4034.37286,4019.9389,4024.07981
2026-07-15 18:00:00,4024.25418,4033.22234,4016.65246,4032.94625
2026-07-15 19:00:00,4032.41248,4034.3469,4025.92697,4028.88853
2026-07-15 20:00:00,4028.18848,4035.67537,4026.90942,4027.77252
2026-07-15 21:00:00,4027.81049,4040.92238,4026.82708,4038.20054
2026-07-15 22:00:00,4036.48028,4070.50108,4036.48028,4069.78762
2026-07-15 23:00:00,4068.58416,4077.62508,4053.36087,4064.8337
2026-07-16 00:00:00,4064.08095,4065.93068,4054.12354,4060.07434
2026-07-16 01:00:00,4059.93504,4061.57345,4039.111,4047.11899
2026-07-16 02:00:00,4047.33909,4048.60189,4025.78664,4032.79937
2026-07-16 03:00:00,4031.56814,4065.86705,4031.56814,4063.7926
2026-07-16 04:00:00,4063.252,4080.34808,4058.91325,4059.15012
2026-07-16 05:00:00,4059.54381,4063.05867,4048.27017,4055.08475
2026-07-16 06:00:00,4053.63008,4062.94879,4053.63008,4060.42611
2026-07-16 07:00:00,4060.34917,4062.39844,4058.44156,4058.52417
2026-07-16 08:00:00,4058.57552,4068.67931,4058.07259,4061.13239
2026-07-16 09:00:00,4060.87389,4062.41556,4055.75279,4059.23147
2026-07-16 10:00:00,4059.03319,4060.91371,4047.11839,4048.12745
2026-07-16 11:00:00,4049.6637,4049.6637,4034.8612,4038.90313
2026-07-16 12:00:00,4039.11554,4040.11648,4025.44079,4032.19872
2026-07-16 13:00:00,4032.00068,4036.65811,4027.40832,4036.05901
2026-07-16 14:00:00,4036.14774,4037.3047,4031.93291,4033.83753
2026-07-16 15:00:00,4034.01986,4035.09719,4026.25116,4027.38673
2026-07-16 16:00:00,4027.73167,4036.00113,4023.08457,4031.20165
2026-07-16 17:00:00,4031.17128,4031.17128,4023.17348,4030.88973
2026-07-16 18:00:00,4030.60194,4036.00113,4026.01674,4035.25028
2026-07-16 19:00:00,4035.05478,4037.6351,4030.59449,4032.68642
2026-07-16 20:00:00,4032.86643,4034.74129,4029.42856,4030.01941
2026-07-16 21:00:00,4030.93807,4043.0788,4022.1713,4037.74715
2026-07-16 22:00:00,4038.22918,4045.84468,3991.85661,3992.13856
2026-07-16 23:00:00,3992.71319,4007.90802,3975.98505,3989.70765
2026-07-17 00:00:00,3989.70092,4005.44741,3987.19792,3998.3223
2026-07-17 01:00:00,3997.81226,4016.70951,3991.06003,4006.72557
2026-07-17 02:00:00,4006.63051,4007.3671,3984.06375,3993.54817
2026-07-17 03:00:00,3994.28818,3994.28818,3980.5748,3984.20953
2026-07-17 04:00:00,3984.26907,3990.58223,3977.09195,3979.9166
2026-07-17 05:00:00,3980.11146,3985.65165,3968.99714,3979.44878
2026-07-17 06:00:00,3978.95475,3980.86471,3972.19464,3976.78276
2026-07-17 07:00:00,3976.51091,3976.85049,3971.39551,3975.95003
2026-07-17 08:00:00,3975.56084,3980.31738,3973.14156,3977.783
2026-07-17 09:00:00,3976.97903,3985.49731,3975.37755,3984.94251
2026-07-17 10:00:00,3983.80174,3990.94636,3980.00159,3990.47174
2026-07-17 11:00:00,3989.78174,3996.004,3979.7827,3982.42126
2026-07-17 12:00:00,3982.1521,3986.76394,3971.5636,3979.56604
2026-07-17 13:00:00,3979.26428,4008.6587,3976.97442,3991.80371
2026-07-17 14:00:00,3991.70714,3992.40304,3980.0995,3981.91131
2026-07-17 15:00:00,3981.82187,3990.90075,3976.30124,3986.57915
2026-07-17 16:00:00,3987.68063,4006.73131,3984.85754,4001.29116
2026-07-17 17:00:00,4000.6526,4002.08108,3993.13181,3993.19323
2026-07-17 18:00:00,3993.28201,3998.88031,3987.88105,3997.44105
2026-07-17 19:00:00,3997.8025,4002.40144,3993.45074,3997.38353
2026-07-17 20:00:00,3997.25647,3998.40064,3991.37862,3991.48421
2026-07-17 21:00:00,3991.65198,3998.07815,3991.06003,3994.50153
2026-07-17 22:00:00,3995.10833,3995.36538,3965.10706,3966.45036
2026-07-17 23:00:00,3967.59091,3998.88031,3961.80817,3994.79235
2026-07-18 00:00:00,3993.48929,4003.04231,3990.10468,4000.16303
2026-07-18 01:00:00,3999.82818,4021.07041,3995.69345,4017.91484
2026-07-18 02:00:00,4018.05391,4022.84979,4012.94772,4015.41378
2026-07-18 03:00:00,4015.87362,4018.48503,4008.58367,4009.85791
2026-07-18 04:00:00,4009.33493,4016.54818,4007.36342,4011.89199
2026-07-18 05:00:00,4011.57426,4016.38686,4002.87485,4015.59571
2026-07-18 06:00:00,4015.95076,4017.83921,4008.72489,4016.97584
2026-07-18 07:00:00,4016.96818,4018.00997,4010.40238,4010.61839
2026-07-18 08:00:00,4010.54613,4010.73569,4010.47727,4010.60762
2026-07-18 09:00:00,4010.54726,4010.7337,4010.48444,4010.60756
2026-07-18 10:00:00,4010.54429,4010.73465,4010.48532,4010.62535
2026-07-18 11:00:00,4010.54775,4010.73131,4010.48748,4010.63884
2026-07-18 12:00:00,4010.54953,4010.73625,4010.48373,4010.53738
2026-07-18 13:00:00,4010.54198,4010.73964,4010.48932,4010.5393
2026-07-18 14:00:00,4010.55303,4010.73256,4010.4813,4010.52823
2026-07-18 15:00:00,4010.55152,4010.73465,4010.48929,4010.52078
2026-07-18 16:00:00,4010.54841,4010.73298,4010.48292,4010.51769
2026-07-18 17:00:00,4010.54871,4010.7309,4010.48047,4010.51712
2026-07-18 18:00:00,4010.54575,4010.73559,4010.48271,4010.53483
2026-07-18 19:00:00,4010.55606,4010.73634,4010.48444,4010.54657
2026-07-18 20:00:00,4010.55739,4010.73719,4010.48104,4010.54646
2026-07-18 21:00:00,4010.54657,4010.72969,4010.47006,4010.56635
2026-07-18 22:00:00,4010.53005,4010.71052,4010.46996,4010.56465
2026-07-18 23:00:00,4010.53005,4010.71052,4010.46997,4010.58021
2026-07-19 00:00:00,4010.53005,4010.71014,4010.46997,4010.59437
2026-07-19 01:00:00,4010.53005,4010.71052,4010.47006,4010.60614
2026-07-19 02:00:00,4010.53005,4010.71052,4010.46997,4010.61469
2026-07-19 03:00:00,4010.53005,4010.71052,4010.46997,4010.61942
2026-07-19 04:00:00,4010.53005,4010.71052,4010.46997,4010.62001
2026-07-19 05:00:00,4010.53005,4010.71052,4010.46997,4010.61641
2026-07-19 06:00:00,4010.53005,4010.71012,4010.46998,4010.60888
2026-07-19 07:00:00,4010.53005,4010.71052,4010.47004,4010.60467
2026-07-19 08:00:00,4010.53648,4010.71696,4010.47644,4010.59114
2026-07-19 09:00:00,4010.53648,4010.71696,4010.47644,4010.60137
2026-07-19 10:00:00,4010.53648,4010.71696,4010.47644,4010.61564
2026-07-19 11:00:00,4010.53648,4010.71696,4010.47643,4010.62785
2026-07-19 12:00:00,4010.53648,4010.71696,4010.47645,4010.53065
2026-07-19 13:00:00,4010.53648,4010.71651,4010.47643,4010.51925
2026-07-19 14:00:00,4010.53648,4010.71696,4010.47643,4010.51117
2026-07-19 15:00:00,4010.53648,4010.71696,4010.47643,4010.50695
